task_id,tokenizer,language,token_count,char_count,category,difficulty
D-FIO-0010v54,sp32k,toke,122,269,D-FIO,2
D-FIO-0010v94,sp32k,toke,112,253,D-FIO,2
D-FIO-0012v14,sp32k,toke,96,203,D-FIO,2
D-FIO-0012v229,sp32k,toke,93,188,D-FIO,2
D-FIO-0012v241,sp32k,toke,105,205,D-FIO,2
D-FIO-0012v252,sp32k,toke,89,210,D-FIO,2
D-FIO-0012v279,sp32k,toke,93,209,D-FIO,2
D-FIO-0012v74,sp32k,toke,87,174,D-FIO,2
D-FIO-0012v75,sp32k,toke,111,241,D-FIO,2
D-FIO-0013v115,sp32k,toke,123,255,D-FIO,2
D-FIO-0013v298,sp32k,toke,159,330,D-FIO,2
D-FIO-0013v356,sp32k,toke,136,298,D-FIO,2
D-FIO-0013v41,sp32k,toke,135,283,D-FIO,2
D-FIO-0014v185,sp32k,toke,145,286,D-FIO,2
D-FIO-0014v230,sp32k,toke,159,314,D-FIO,2
D-FIO-0014v28,sp32k,toke,117,248,D-FIO,2
D-FIO-0014v297,sp32k,toke,142,279,D-FIO,2
D-FIO-0015v219,sp32k,toke,146,274,D-FIO,2
D-FIO-0015v326,sp32k,toke,143,289,D-FIO,2
D-FIO-0016v125,sp32k,toke,123,233,D-FIO,2
D-FIO-0016v189,sp32k,toke,108,213,D-FIO,2
D-FIO-0016v255,sp32k,toke,126,259,D-FIO,2
D-FIO-0016v284,sp32k,toke,113,241,D-FIO,2
D-FIO-0016v338,sp32k,toke,136,282,D-FIO,2
D-FIO-0016v73,sp32k,toke,76,127,D-FIO,2
D-FIO-0017v111,sp32k,toke,137,280,D-FIO,2
D-FIO-0017v114,sp32k,toke,131,258,D-FIO,2
D-FIO-0017v15,sp32k,toke,102,221,D-FIO,2
D-FIO-0017v204,sp32k,toke,144,304,D-FIO,2
D-FIO-0017v218,sp32k,toke,139,281,D-FIO,2
D-FIO-0017v230,sp32k,toke,131,264,D-FIO,2
D-FIO-0017v252,sp32k,toke,126,261,D-FIO,2
D-FIO-0017v260,sp32k,toke,137,290,D-FIO,2
D-FIO-0017v284,sp32k,toke,97,221,D-FIO,2
D-FIO-0017v287,sp32k,toke,120,238,D-FIO,2
D-FIO-0017v332,sp32k,toke,94,216,D-FIO,2
D-FIO-0017v335,sp32k,toke,108,215,D-FIO,2
D-FIO-0017v347,sp32k,toke,80,190,D-FIO,2
D-FIO-0017v376,sp32k,toke,80,176,D-FIO,2
D-FIO-0017v90,sp32k,toke,83,194,D-FIO,2
D-FIO-0018v100,sp32k,toke,216,452,D-FIO,2
D-FIO-0018v126,sp32k,toke,189,431,D-FIO,2
D-FIO-0018v148,sp32k,toke,171,385,D-FIO,2
D-FIO-0018v151,sp32k,toke,184,389,D-FIO,2
D-FIO-0018v225,sp32k,toke,233,457,D-FIO,2
D-FIO-0018v3,sp32k,toke,123,264,D-FIO,2
D-FIO-0018v6,sp32k,toke,154,308,D-FIO,2
D-FIO-0018v63,sp32k,toke,143,309,D-FIO,2
D-FIO-0018v92,sp32k,toke,156,362,D-FIO,2
D-NET-0001v173,sp32k,toke,101,210,D-NET,2
D-NET-0001v218,sp32k,toke,100,214,D-NET,2
D-NET-0001v259,sp32k,toke,107,203,D-NET,2
D-NET-0001v292,sp32k,toke,105,198,D-NET,2
D-NET-0001v302,sp32k,toke,152,301,D-NET,2
D-NET-0001v306,sp32k,toke,105,226,D-NET,2
D-NET-0001v321,sp32k,toke,109,188,D-NET,2
D-NET-0002v139,sp32k,toke,139,269,D-NET,2
D-NET-0002v215,sp32k,toke,202,417,D-NET,2
D-NET-0003v165,sp32k,toke,194,398,D-NET,2
D-NET-0003v192,sp32k,toke,182,382,D-NET,2
D-NET-0003v213,sp32k,toke,294,529,D-NET,2
D-NET-0003v238,sp32k,toke,341,640,D-NET,2
D-NET-0003v283,sp32k,toke,217,459,D-NET,2
D-NET-0003v340,sp32k,toke,240,509,D-NET,2
D-NET-0003v36,sp32k,toke,187,350,D-NET,2
D-NET-0003v94,sp32k,toke,188,408,D-NET,2
D-NET-0004v150,sp32k,toke,192,387,D-NET,2
D-NET-0004v165,sp32k,toke,177,370,D-NET,2
D-NET-0004v212,sp32k,toke,178,406,D-NET,2
D-NET-0004v233,sp32k,toke,134,258,D-NET,2
D-NET-0004v269,sp32k,toke,150,330,D-NET,2
D-NET-0004v63,sp32k,toke,144,332,D-NET,2
D-NET-0004v73,sp32k,toke,218,456,D-NET,2
D-NET-0005v126,sp32k,toke,121,225,D-NET,2
D-NET-0005v2,sp32k,toke,122,248,D-NET,2
D-NET-0005v27,sp32k,toke,102,229,D-NET,2
D-NET-0005v270,sp32k,toke,113,215,D-NET,2
D-NET-0005v280,sp32k,toke,138,248,D-NET,2
D-NET-0005v289,sp32k,toke,94,203,D-NET,2
D-NET-0005v302,sp32k,toke,123,261,D-NET,2
D-NET-0005v48,sp32k,toke,132,246,D-NET,2
D-NET-0005v96,sp32k,toke,111,214,D-NET,2
D-NET-0006v137,sp32k,toke,134,294,D-NET,2
D-NET-0006v172,sp32k,toke,174,352,D-NET,2
D-NET-0006v176,sp32k,toke,199,402,D-NET,2
D-NET-0007v123,sp32k,toke,143,266,D-NET,2
D-NET-0007v132,sp32k,toke,146,302,D-NET,2
D-NET-0007v156,sp32k,toke,123,285,D-NET,2
D-NET-0007v33,sp32k,toke,122,262,D-NET,2
D-NET-0007v38,sp32k,toke,150,295,D-NET,2
D-NET-0007v43,sp32k,toke,149,324,D-NET,2
D-NET-0007v58,sp32k,toke,132,296,D-NET,2
D-NET-0007v59,sp32k,toke,167,316,D-NET,2
D-NET-0007v69,sp32k,toke,117,260,D-NET,2
D-NET-0008v144,sp32k,toke,218,447,D-NET,2
D-NET-0008v238,sp32k,toke,148,373,D-NET,2
D-NET-0008v253,sp32k,toke,198,426,D-NET,2
D-NET-0008v28,sp32k,toke,143,356,D-NET,2
D-NET-0008v329,sp32k,toke,223,451,D-NET,2
D-NET-0008v330,sp32k,toke,156,337,D-NET,2
D-NET-0008v39,sp32k,toke,148,364,D-NET,2
D-NET-0009v171,sp32k,toke,132,259,D-NET,2
D-NET-0009v224,sp32k,toke,118,248,D-NET,2
D-NET-0009v237,sp32k,toke,92,192,D-NET,2
D-NET-0009v264,sp32k,toke,114,236,D-NET,2
D-NET-0009v285,sp32k,toke,129,270,D-NET,2
D-NET-0009v303,sp32k,toke,118,248,D-NET,2
D-NET-0009v36,sp32k,toke,139,292,D-NET,2
D-NET-0010v240,sp32k,toke,98,206,D-NET,2
D-NET-0010v290,sp32k,toke,97,197,D-NET,2
D-NET-0010v69,sp32k,toke,98,185,D-NET,2
D-NET-0010v73,sp32k,toke,104,216,D-NET,2
D-NET-0011v190,sp32k,toke,102,239,D-NET,2
D-NET-0011v195,sp32k,toke,130,297,D-NET,2
D-NET-0011v200,sp32k,toke,141,305,D-NET,2
D-NET-0011v236,sp32k,toke,103,245,D-NET,2
D-NET-0011v296,sp32k,toke,108,253,D-NET,2
D-NET-0012v139,sp32k,toke,139,316,D-NET,2
D-NET-0012v163,sp32k,toke,128,272,D-NET,2
D-NET-0012v183,sp32k,toke,120,237,D-NET,2
D-NET-0012v211,sp32k,toke,135,274,D-NET,2
D-NET-0012v258,sp32k,toke,145,300,D-NET,2
D-NET-0012v290,sp32k,toke,128,272,D-NET,2
D-NET-0012v297,sp32k,toke,130,257,D-NET,2
D-NET-0012v53,sp32k,toke,153,297,D-NET,2
D-NET-0012v6,sp32k,toke,139,296,D-NET,2
D-NET-0013v10,sp32k,toke,158,327,D-NET,2
D-NET-0013v118,sp32k,toke,159,298,D-NET,2
D-NET-0013v147,sp32k,toke,134,272,D-NET,2
D-NET-0013v156,sp32k,toke,139,293,D-NET,2
D-NET-0013v203,sp32k,toke,141,283,D-NET,2
D-NET-0013v328,sp32k,toke,136,247,D-NET,2
D-NET-0013v340,sp32k,toke,116,242,D-NET,2
D-NET-0013v40,sp32k,toke,105,189,D-NET,2
D-NET-0013v80,sp32k,toke,131,256,D-NET,2
D-NET-0013v9,sp32k,toke,142,268,D-NET,2
D-NET-0014v118,sp32k,toke,157,297,D-NET,2
D-NET-0014v134,sp32k,toke,154,279,D-NET,2
D-NET-0014v229,sp32k,toke,134,248,D-NET,2
D-NET-0014v305,sp32k,toke,139,244,D-NET,2
D-NET-0014v59,sp32k,toke,162,315,D-NET,2
D-NET-0015v160,sp32k,toke,135,242,D-NET,2
D-NET-0015v178,sp32k,toke,99,197,D-NET,2
D-NET-0015v183,sp32k,toke,142,249,D-NET,2
D-NET-0015v195,sp32k,toke,148,277,D-NET,2
D-NET-0015v2,sp32k,toke,94,181,D-NET,2
D-NET-0015v21,sp32k,toke,107,215,D-NET,2
D-NET-0015v303,sp32k,toke,132,228,D-NET,2
D-NET-0015v330,sp32k,toke,129,232,D-NET,2
D-NET-0015v337,sp32k,toke,138,240,D-NET,2
D-NET-0016v192,sp32k,toke,202,427,D-NET,2
D-NET-0016v238,sp32k,toke,273,544,D-NET,2
D-NET-0016v33,sp32k,toke,210,455,D-NET,2
D-NET-0016v49,sp32k,toke,231,476,D-NET,2
D-NET-0016v98,sp32k,toke,302,617,D-NET,2
D-NET-0017v1,sp32k,toke,98,205,D-NET,2
D-NET-0017v119,sp32k,toke,82,175,D-NET,2
D-NET-0017v142,sp32k,toke,114,251,D-NET,2
D-NET-0017v177,sp32k,toke,118,239,D-NET,2
D-NET-0017v55,sp32k,toke,91,193,D-NET,2
D-NET-0018v137,sp32k,toke,104,248,D-NET,2
D-NET-0018v234,sp32k,toke,92,205,D-NET,2
D-NET-0018v27,sp32k,toke,138,308,D-NET,2
D-NET-0018v273,sp32k,toke,150,310,D-NET,2
D-NET-0018v63,sp32k,toke,96,222,D-NET,2
D-NET-0019v115,sp32k,toke,170,357,D-NET,2
D-NET-0019v129,sp32k,toke,104,225,D-NET,2
D-NET-0019v18,sp32k,toke,145,304,D-NET,2
D-NET-0019v218,sp32k,toke,126,286,D-NET,2
D-NET-0019v283,sp32k,toke,120,255,D-NET,2
D-NET-0020v119,sp32k,toke,163,351,D-NET,2
D-NET-0020v125,sp32k,toke,183,372,D-NET,2
D-NET-0020v137,sp32k,toke,201,447,D-NET,2
D-NET-0020v156,sp32k,toke,159,352,D-NET,2
D-NET-0020v211,sp32k,toke,172,374,D-NET,2
D-NET-0020v218,sp32k,toke,204,454,D-NET,2
D-NET-0020v256,sp32k,toke,200,409,D-NET,2
D-NET-0020v260,sp32k,toke,164,356,D-NET,2
D-NET-0020v335,sp32k,toke,164,342,D-NET,2
D-NET-0020v92,sp32k,toke,185,405,D-NET,2
D-TST-0001v259,sp32k,toke,120,242,D-TST,1
D-TST-0001v30,sp32k,toke,122,255,D-TST,1
D-TST-0002v156,sp32k,toke,101,228,D-TST,1
D-TST-0002v188,sp32k,toke,109,247,D-TST,1
D-TST-0002v20,sp32k,toke,92,204,D-TST,1
D-TST-0002v264,sp32k,toke,112,258,D-TST,1
D-TST-0002v37,sp32k,toke,100,213,D-TST,1
D-TST-0003v133,sp32k,toke,106,197,D-TST,1
D-TST-0003v18,sp32k,toke,135,267,D-TST,1
D-TST-0003v247,sp32k,toke,106,211,D-TST,1
D-TST-0003v89,sp32k,toke,129,236,D-TST,1
D-TST-0004v150,sp32k,toke,96,218,D-TST,1
D-TST-0004v237,sp32k,toke,83,166,D-TST,1
D-TST-0005v131,sp32k,toke,119,252,D-TST,1
D-TST-0005v14,sp32k,toke,83,177,D-TST,1
D-TST-0005v242,sp32k,toke,113,245,D-TST,1
D-TST-0005v256,sp32k,toke,88,181,D-TST,1
D-TST-0005v3,sp32k,toke,115,263,D-TST,1
D-TST-0006v144,sp32k,toke,110,246,D-TST,1
D-TST-0006v203,sp32k,toke,130,286,D-TST,1
D-TST-0007v123,sp32k,toke,138,295,D-TST,1
D-TST-0007v228,sp32k,toke,131,266,D-TST,1
D-TST-0007v255,sp32k,toke,83,173,D-TST,1
D-TST-0008v116,sp32k,toke,156,323,D-TST,1
D-TST-0008v200,sp32k,toke,91,192,D-TST,1
D-TST-0008v227,sp32k,toke,93,202,D-TST,1
D-TST-0008v252,sp32k,toke,108,253,D-TST,1
D-TST-0008v265,sp32k,toke,127,294,D-TST,1
D-TST-0008v93,sp32k,toke,110,250,D-TST,1
D-TST-0009v102,sp32k,toke,160,366,D-TST,1
D-TST-0009v147,sp32k,toke,130,268,D-TST,1
D-TST-0010v155,sp32k,toke,141,300,D-TST,1
D-TST-0010v56,sp32k,toke,125,246,D-TST,1
D-TST-0011v183,sp32k,toke,112,230,D-TST,2
D-TST-0011v231,sp32k,toke,107,248,D-TST,2
D-TST-0011v77,sp32k,toke,91,180,D-TST,2
D-TST-0012v141,sp32k,toke,118,215,D-TST,2
D-TST-0012v263,sp32k,toke,205,398,D-TST,2
D-TST-0012v32,sp32k,toke,127,232,D-TST,2
D-TST-0013v143,sp32k,toke,114,229,D-TST,2
D-TST-0013v19,sp32k,toke,113,225,D-TST,2
D-TST-0013v81,sp32k,toke,199,383,D-TST,2
D-TST-0014v19,sp32k,toke,191,392,D-TST,2
D-TST-0014v249,sp32k,toke,201,411,D-TST,2
D-TST-0014v50,sp32k,toke,124,242,D-TST,2
D-TST-0015v14,sp32k,toke,141,277,D-TST,2
D-TST-0015v172,sp32k,toke,225,459,D-TST,2
D-TST-0015v179,sp32k,toke,226,437,D-TST,2
D-TST-0015v206,sp32k,toke,227,457,D-TST,2
D-TST-0015v259,sp32k,toke,201,439,D-TST,2
D-TST-0015v38,sp32k,toke,263,563,D-TST,2
D-TST-0016v114,sp32k,toke,133,265,D-TST,2
D-TST-0016v19,sp32k,toke,219,411,D-TST,2
D-TST-0016v201,sp32k,toke,221,383,D-TST,2
D-TST-0016v30,sp32k,toke,158,306,D-TST,2
D-TST-0016v76,sp32k,toke,228,465,D-TST,2
D-TST-0016v81,sp32k,toke,129,239,D-TST,2
D-TST-0016v91,sp32k,toke,259,565,D-TST,2
D-TST-0017v101,sp32k,toke,123,239,D-TST,2
D-TST-0017v108,sp32k,toke,99,204,D-TST,2
D-TST-0017v148,sp32k,toke,100,216,D-TST,2
D-TST-0017v180,sp32k,toke,95,199,D-TST,2
D-TST-0017v188,sp32k,toke,100,219,D-TST,2
D-TST-0017v243,sp32k,toke,107,224,D-TST,2
D-TST-0017v53,sp32k,toke,109,212,D-TST,2
D-TST-0018v111,sp32k,toke,107,228,D-TST,2
D-TST-0018v261,sp32k,toke,139,295,D-TST,2
D-TST-0018v81,sp32k,toke,120,251,D-TST,2
D-TST-0018v94,sp32k,toke,107,228,D-TST,2
D-TST-0019v169,sp32k,toke,129,300,D-TST,2
D-TST-0019v221,sp32k,toke,122,274,D-TST,2
D-TST-0019v4,sp32k,toke,118,255,D-TST,2
D-TST-0020v11,sp32k,toke,114,237,D-TST,2
D-TST-0020v132,sp32k,toke,146,302,D-TST,2
D-TST-0020v15,sp32k,toke,100,205,D-TST,2
D-TST-0020v161,sp32k,toke,139,281,D-TST,2
D-TST-0020v18,sp32k,toke,143,301,D-TST,2
D-TST-0020v190,sp32k,toke,145,289,D-TST,2
D-TST-0020v21,sp32k,toke,109,215,D-TST,2
D-TST-0020v6,sp32k,toke,149,312,D-TST,2
D-TST-0021,sp32k,toke,138,298,D-TST,2
D-TST-0021v10,sp32k,toke,135,300,D-TST,2
D-TST-0021v124,sp32k,toke,145,307,D-TST,2
D-TST-0021v14,sp32k,toke,184,417,D-TST,2
D-TST-0021v157,sp32k,toke,145,307,D-TST,2
D-TST-0021v163,sp32k,toke,150,334,D-TST,2
D-TST-0021v170,sp32k,toke,139,296,D-TST,2
D-TST-0021v180,sp32k,toke,131,282,D-TST,2
D-TST-0021v219,sp32k,toke,109,230,D-TST,2
D-TST-0021v221,sp32k,toke,134,275,D-TST,2
D-TST-0021v240,sp32k,toke,114,233,D-TST,2
D-TST-0021v255,sp32k,toke,100,206,D-TST,2
D-TST-0021v260,sp32k,toke,115,251,D-TST,2
D-TST-0022v116,sp32k,toke,79,175,D-TST,2
D-TST-0022v14,sp32k,toke,87,172,D-TST,2
D-TST-0022v193,sp32k,toke,90,171,D-TST,2
D-TST-0022v28,sp32k,toke,81,176,D-TST,2
D-TST-0022v52,sp32k,toke,78,175,D-TST,2
D-TST-0022v69,sp32k,toke,80,158,D-TST,2
D-TST-0022v81,sp32k,toke,103,196,D-TST,2
D-TST-0022v9,sp32k,toke,93,185,D-TST,2
D-TST-0023v102,sp32k,toke,113,223,D-TST,3
D-TST-0023v146,sp32k,toke,105,210,D-TST,3
D-TST-0023v176,sp32k,toke,101,212,D-TST,3
D-TST-0023v185,sp32k,toke,97,177,D-TST,3
D-TST-0023v198,sp32k,toke,106,226,D-TST,3
D-TST-0023v236,sp32k,toke,121,275,D-TST,3
D-TST-0023v237,sp32k,toke,92,179,D-TST,3
D-TST-0023v238,sp32k,toke,87,168,D-TST,3
D-TST-0023v247,sp32k,toke,88,169,D-TST,3
D-TST-0023v259,sp32k,toke,134,279,D-TST,3
D-TST-0024v130,sp32k,toke,124,250,D-TST,3
D-TST-0024v136,sp32k,toke,119,221,D-TST,3
D-TST-0024v154,sp32k,toke,121,261,D-TST,3
D-TST-0024v161,sp32k,toke,116,229,D-TST,3
D-TST-0024v170,sp32k,toke,122,244,D-TST,3
D-TST-0024v185,sp32k,toke,123,234,D-TST,3
D-TST-0024v31,sp32k,toke,113,230,D-TST,3
D-TST-0024v48,sp32k,toke,110,207,D-TST,3
D-TST-0024v5,sp32k,toke,109,191,D-TST,3
D-TST-0024v52,sp32k,toke,106,234,D-TST,3
D-TST-0024v55,sp32k,toke,113,225,D-TST,3
D-TST-0024v65,sp32k,toke,118,247,D-TST,3
D-TST-0025v162,sp32k,toke,234,518,D-TST,3
D-TST-0025v202,sp32k,toke,232,523,D-TST,3
D-TST-0025v207,sp32k,toke,189,389,D-TST,3
D-TST-0025v215,sp32k,toke,251,563,D-TST,3
D-TST-0025v22,sp32k,toke,105,228,D-TST,3
D-TST-0025v241,sp32k,toke,173,352,D-TST,3
D-TST-0025v248,sp32k,toke,233,462,D-TST,3
D-TST-0025v256,sp32k,toke,297,643,D-TST,3
D-TST-0025v73,sp32k,toke,138,243,D-TST,3
D-TST-0025v85,sp32k,toke,213,461,D-TST,3
D-TST-0025v95,sp32k,toke,253,593,D-TST,3
D-WEB-0001v116,sp32k,toke,156,323,D-WEB,2
D-WEB-0001v172,sp32k,toke,153,328,D-WEB,2
D-WEB-0001v230,sp32k,toke,156,336,D-WEB,2
D-WEB-0001v236,sp32k,toke,148,315,D-WEB,2
D-WEB-0001v58,sp32k,toke,171,355,D-WEB,2
D-WEB-0001v71,sp32k,toke,148,304,D-WEB,2
D-WEB-0003v114,sp32k,toke,86,179,D-WEB,2
D-WEB-0003v128,sp32k,toke,148,322,D-WEB,2
D-WEB-0003v137,sp32k,toke,109,229,D-WEB,2
D-WEB-0003v141,sp32k,toke,131,292,D-WEB,2
D-WEB-0004v10,sp32k,toke,198,425,D-WEB,2
D-WEB-0004v143,sp32k,toke,140,305,D-WEB,2
D-WEB-0004v2,sp32k,toke,130,281,D-WEB,2
D-WEB-0004v252,sp32k,toke,147,329,D-WEB,2
D-WEB-0005v24,sp32k,toke,238,447,D-WEB,3
D-WEB-0005v248,sp32k,toke,226,435,D-WEB,3
D-WEB-0005v5,sp32k,toke,274,563,D-WEB,3
D-WEB-0005v63,sp32k,toke,167,350,D-WEB,3
D-WEB-0005v65,sp32k,toke,239,475,D-WEB,3
D-WEB-0006v128,sp32k,toke,107,205,D-WEB,3
D-WEB-0006v148,sp32k,toke,145,309,D-WEB,3
D-WEB-0006v16,sp32k,toke,188,365,D-WEB,3
D-WEB-0006v177,sp32k,toke,167,312,D-WEB,3
D-WEB-0006v179,sp32k,toke,138,281,D-WEB,3
D-WEB-0006v190,sp32k,toke,129,247,D-WEB,3
D-WEB-0006v222,sp32k,toke,111,241,D-WEB,3
D-WEB-0006v224,sp32k,toke,166,341,D-WEB,3
D-WEB-0006v6,sp32k,toke,193,368,D-WEB,3
D-WEB-0007v12,sp32k,toke,120,272,D-WEB,3
D-WEB-0007v177,sp32k,toke,154,338,D-WEB,3
D-WEB-0007v193,sp32k,toke,124,260,D-WEB,3
D-WEB-0007v207,sp32k,toke,110,232,D-WEB,3
D-WEB-0007v70,sp32k,toke,119,246,D-WEB,3
D-WEB-0008v102,sp32k,toke,188,386,D-WEB,3
D-WEB-0008v139,sp32k,toke,196,354,D-WEB,3
D-WEB-0008v147,sp32k,toke,292,552,D-WEB,3
D-WEB-0008v15,sp32k,toke,96,196,D-WEB,3
D-WEB-0008v172,sp32k,toke,122,279,D-WEB,3
D-WEB-0008v209,sp32k,toke,221,443,D-WEB,3
D-WEB-0008v75,sp32k,toke,109,212,D-WEB,3
D-WEB-0008v93,sp32k,toke,201,390,D-WEB,3
D-WEB-0009v1,sp32k,toke,126,230,D-WEB,2
D-WEB-0009v107,sp32k,toke,134,258,D-WEB,2
D-WEB-0009v138,sp32k,toke,190,404,D-WEB,2
D-WEB-0009v198,sp32k,toke,100,207,D-WEB,2
D-WEB-0010v178,sp32k,toke,99,208,D-WEB,2
D-WEB-0010v208,sp32k,toke,84,154,D-WEB,2
D-WEB-0010v217,sp32k,toke,88,158,D-WEB,2
D-WEB-0010v29,sp32k,toke,127,259,D-WEB,2
D-WEB-0010v84,sp32k,toke,110,248,D-WEB,2
D-WEB-0010v87,sp32k,toke,92,193,D-WEB,2
D-WEB-0011v170,sp32k,toke,129,249,D-WEB,2
D-WEB-0012v125,sp32k,toke,81,145,D-WEB,2
D-WEB-0012v178,sp32k,toke,123,276,D-WEB,2
D-WEB-0013v242,sp32k,toke,285,539,D-WEB,2
D-WEB-0013v35,sp32k,toke,188,358,D-WEB,2
D-WEB-0013v41,sp32k,toke,168,323,D-WEB,2
D-WEB-0013v47,sp32k,toke,157,296,D-WEB,2
D-WEB-0013v6,sp32k,toke,107,209,D-WEB,2
D-WEB-0013v63,sp32k,toke,162,319,D-WEB,2
D-WEB-0013v74,sp32k,toke,156,302,D-WEB,2
D-WEB-0013v76,sp32k,toke,112,220,D-WEB,2
D-WEB-0013v97,sp32k,toke,154,283,D-WEB,2
D-WEB-0014v139,sp32k,toke,96,229,D-WEB,2
D-WEB-0014v181,sp32k,toke,89,182,D-WEB,2
D-WEB-0014v222,sp32k,toke,96,240,D-WEB,2
D-WEB-0014v228,sp32k,toke,84,188,D-WEB,2
D-WEB-0014v232,sp32k,toke,88,192,D-WEB,2
D-WEB-0014v62,sp32k,toke,142,299,D-WEB,2
D-WEB-0014v85,sp32k,toke,81,180,D-WEB,2
D-WEB-0015v183,sp32k,toke,108,217,D-WEB,2
D-WEB-0015v230,sp32k,toke,184,384,D-WEB,2
D-WEB-0015v236,sp32k,toke,117,243,D-WEB,2
D-WEB-0015v38,sp32k,toke,107,223,D-WEB,2
D-WEB-0015v94,sp32k,toke,84,178,D-WEB,2
D-WEB-0016v120,sp32k,toke,92,199,D-WEB,2
D-WEB-0016v194,sp32k,toke,83,182,D-WEB,2
D-WEB-0016v253,sp32k,toke,77,149,D-WEB,2
D-WEB-0016v4,sp32k,toke,85,189,D-WEB,2
D-WEB-0016v46,sp32k,toke,89,187,D-WEB,2
D-WEB-0016v87,sp32k,toke,89,197,D-WEB,2
D-WEB-0017v25,sp32k,toke,148,296,D-WEB,2
D-WEB-0017v44,sp32k,toke,115,244,D-WEB,2
D-WEB-0017v73,sp32k,toke,100,210,D-WEB,2
D-WEB-0018v10,sp32k,toke,87,171,D-WEB,2
D-WEB-0018v119,sp32k,toke,116,226,D-WEB,2
D-WEB-0018v142,sp32k,toke,115,223,D-WEB,2
D-WEB-0018v145,sp32k,toke,134,263,D-WEB,2
D-WEB-0018v247,sp32k,toke,89,189,D-WEB,2
D-WEB-0018v65,sp32k,toke,126,234,D-WEB,2
D-WEB-0018v68,sp32k,toke,142,306,D-WEB,2
D-WEB-0019v133,sp32k,toke,68,132,D-WEB,2
D-WEB-0019v182,sp32k,toke,66,140,D-WEB,2
D-WEB-0019v67,sp32k,toke,73,152,D-WEB,2
D-WEB-0020v105,sp32k,toke,105,205,D-WEB,2
D-WEB-0020v109,sp32k,toke,107,211,D-WEB,2
D-WEB-0020v177,sp32k,toke,61,112,D-WEB,2
D-WEB-0021v12,sp32k,toke,102,227,D-WEB,2
D-WEB-0021v123,sp32k,toke,99,222,D-WEB,2
D-WEB-0021v125,sp32k,toke,79,159,D-WEB,2
D-WEB-0021v180,sp32k,toke,101,224,D-WEB,2
D-WEB-0021v29,sp32k,toke,88,168,D-WEB,2
D-WEB-0021v4,sp32k,toke,96,197,D-WEB,2
D-WEB-0021v70,sp32k,toke,129,296,D-WEB,2
D-WEB-0021v92,sp32k,toke,90,199,D-WEB,2
D-WEB-0022v119,sp32k,toke,92,197,D-WEB,2
D-WEB-0022v183,sp32k,toke,113,237,D-WEB,2
D-WEB-0022v222,sp32k,toke,94,203,D-WEB,2
D-WEB-0023v91,sp32k,toke,136,284,D-WEB,2
D-WEB-0023v97,sp32k,toke,99,186,D-WEB,2
D-WEB-0024v108,sp32k,toke,97,209,D-WEB,2
D-WEB-0024v220,sp32k,toke,113,211,D-WEB,2
D-WEB-0024v27,sp32k,toke,173,316,D-WEB,2
D-WEB-0025v139,sp32k,toke,173,347,D-WEB,3
D-WEB-0025v192,sp32k,toke,157,302,D-WEB,3
D-WEB-0025v199,sp32k,toke,173,353,D-WEB,3
D-WEB-0025v30,sp32k,toke,163,351,D-WEB,3
D-WEB-0025v89,sp32k,toke,190,383,D-WEB,3
D-WEB-0026v187,sp32k,toke,153,340,D-WEB,3
D-WEB-0026v205,sp32k,toke,106,223,D-WEB,3
D-WEB-0026v217,sp32k,toke,98,199,D-WEB,3
D-WEB-0026v238,sp32k,toke,189,410,D-WEB,3
D-WEB-0026v28,sp32k,toke,172,402,D-WEB,3
D-WEB-0026v96,sp32k,toke,72,156,D-WEB,3
D-WEB-0027v173,sp32k,toke,132,254,D-WEB,3
D-WEB-0027v182,sp32k,toke,111,221,D-WEB,3
D-WEB-0027v241,sp32k,toke,118,216,D-WEB,3
MIG-B-D-CFG-0013v334-2f9e09c6,sp32k,toke,214,478,D-CFG,2
MIG-B-D-CFG-0015v338-0c7d6653,sp32k,toke,172,390,D-CFG,2
MIG-B-D-CLI-0013v279-c2e9fb64,sp32k,toke,126,271,D-CLI,2
MIG-B-D-CRY-0009v250-d8b6ddd9,sp32k,toke,44,122,D-CRY,2
MIG-B-D-CRY-0020v230-784b9394,sp32k,toke,107,233,D-CRY,2
MIG-B-D-DAT-0011v241-abe6727f,sp32k,toke,90,185,D-DAT,2
MIG-B-D-NET-0019v330-7a853f80,sp32k,toke,212,519,D-NET,2
MIG-B-D-WEB-0004v237-bfa34332,sp32k,toke,377,747,D-WEB,2
MIG-B-D-WEB-0015v234-dc2f99e3,sp32k,toke,52,103,D-WEB,2
MIG-B-D-WEB-0026v228-b74d7296,sp32k,toke,89,213,D-WEB,2
MIG-P2-A-A-ARR-0008v23-ae88119c,sp32k,toke,58,150,A-ARR,2
MIG-P2-A-A-ARR-0019v13-3d367c21,sp32k,toke,58,133,A-ARR,2
MIG-P2-A-A-ARR-0019v4-5e28336f,sp32k,toke,55,149,A-ARR,2
MIG-P2-A-A-ARR-0019v8-2eaaa735,sp32k,toke,58,140,A-ARR,2
MIG-P2-A-A-ARR-0021v30-c15769ff,sp32k,toke,60,148,A-ARR,2
MIG-P2-A-A-ARR-0022v37-de4fbe4a,sp32k,toke,60,134,A-ARR,2
MIG-P2-A-A-ARR-0023v23-e8274f00,sp32k,toke,52,122,A-ARR,2
MIG-P2-A-A-ARR-0023v3-3c505ac3,sp32k,toke,47,105,A-ARR,2
